"filename", "language", "JavaScript", "TypeScript", "JSON with Comments", "MS SQL", "TypeScript JSX", "CSS", "Markdown", "JSON", "XML", "HTML", "Python", "comment", "blank", "total"
"c:\Users\Ashwin\Documents\Printec\.agents\skills\supabase-postgres-best-practices\references\query-index-types.md", "Markdown", 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 14, 49
"c:\Users\Ashwin\Documents\Printec\.agents\skills\supabase-postgres-best-practices\references\query-missing-indexes.md", "Markdown", 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 14, 44
"c:\Users\Ashwin\Documents\Printec\.agents\skills\supabase-postgres-best-practices\references\query-partial-indexes.md", "Markdown", 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 13, 46
"c:\Users\Ashwin\Documents\Printec\.agents\skills\supabase-postgres-best-practices\references\schema-constraints.md", "Markdown", 0, 0, 0, 0, 0, 0, 67, 0, 0, 0, 0, 0, 14, 81
"c:\Users\Ashwin\Documents\Printec\.agents\skills\supabase-postgres-best-practices\references\schema-data-types.md", "Markdown", 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 10, 47
"c:\Users\Ashwin\Documents\Printec\.agents\skills\supabase-postgres-best-practices\references\schema-foreign-key-indexes.md", "Markdown", 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 13, 60
"c:\Users\Ashwin\Documents\Printec\.agents\skills\supabase-postgres-best-practices\references\schema-lowercase-identifiers.md", "Markdown", 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 14, 56
"c:\Users\Ashwin\Documents\Printec\.agents\skills\supabase-postgres-best-practices\references\schema-partitioning.md", "Markdown", 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 15, 56
"c:\Users\Ashwin\Documents\Printec\.agents\skills\supabase-postgres-best-practices\references\schema-primary-keys.md", "Markdown", 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 13, 62
"c:\Users\Ashwin\Documents\Printec\.agents\skills\supabase-postgres-best-practices\references\security-privileges.md", "Markdown", 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 14, 55
"c:\Users\Ashwin\Documents\Printec\.agents\skills\supabase-postgres-best-practices\references\security-rls-basics.md", "Markdown", 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 14, 51
"c:\Users\Ashwin\Documents\Printec\.agents\skills\supabase-postgres-best-practices\references\security-rls-performance.md", "Markdown", 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 17, 64
"c:\Users\Ashwin\Documents\Printec\.agents\skills\supabase\CHANGELOG.md", "Markdown", 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 15, 36
"c:\Users\Ashwin\Documents\Printec\.agents\skills\supabase\SKILL.md", "Markdown", 0, 0, 0, 0, 0, 0, 96, 0, 0, 0, 0, 0, 40, 136
"c:\Users\Ashwin\Documents\Printec\.agents\skills\supabase\assets\feedback-issue-template.md", "Markdown", 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 9, 18
"c:\Users\Ashwin\Documents\Printec\.agents\skills\supabase\references\skill-feedback.md", "Markdown", 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 8, 18
"c:\Users\Ashwin\Documents\Printec\.agents\skills\ui-ux-pro-max\SKILL.md", "Markdown", 0, 0, 0, 0, 0, 0, 212, 0, 0, 0, 0, 0, 81, 293
"c:\Users\Ashwin\Documents\Printec\.agents\skills\ui-ux-pro-max\scripts\core.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 201, 9, 44, 254
"c:\Users\Ashwin\Documents\Printec\.agents\skills\ui-ux-pro-max\scripts\design_system.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 845, 81, 142, 1068
"c:\Users\Ashwin\Documents\Printec\.agents\skills\ui-ux-pro-max\scripts\search.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 9, 15, 115
"c:\Users\Ashwin\Documents\Printec\.claude\settings.local.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 1, 6
"c:\Users\Ashwin\Documents\Printec\.claude\skills\karpathy-guidelines\SKILL.md", "Markdown", 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 21, 68
"c:\Users\Ashwin\Documents\Printec\.claude\skills\supabase-postgres-best-practices\CHANGELOG.md", "Markdown", 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 15, 30
"c:\Users\Ashwin\Documents\Printec\.claude\skills\supabase-postgres-best-practices\SKILL.md", "Markdown", 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 13, 65
"c:\Users\Ashwin\Documents\Printec\.claude\skills\supabase-postgres-best-practices\references\_contributing.md", "Markdown", 0, 0, 0, 0, 0, 0, 118, 0, 0, 0, 0, 0, 53, 171
"c:\Users\Ashwin\Documents\Printec\.claude\skills\supabase-postgres-best-practices\references\_sections.md", "Markdown", 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 12, 40
"c:\Users\Ashwin\Documents\Printec\.claude\skills\supabase-postgres-best-practices\references\_template.md", "Markdown", 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 11, 35
"c:\Users\Ashwin\Documents\Printec\.claude\skills\supabase-postgres-best-practices\references\advanced-full-text-search.md", "Markdown", 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 16, 56
"c:\Users\Ashwin\Documents\Printec\.claude\skills\supabase-postgres-best-practices\references\advanced-jsonb-indexing.md", "Markdown", 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 14, 50
"c:\Users\Ashwin\Documents\Printec\.claude\skills\supabase-postgres-best-practices\references\conn-idle-timeout.md", "Markdown", 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 13, 47
"c:\Users\Ashwin\Documents\Printec\.claude\skills\supabase-postgres-best-practices\references\conn-limits.md", "Markdown", 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 13, 45
"c:\Users\Ashwin\Documents\Printec\.claude\skills\supabase-postgres-best-practices\references\conn-pooling.md", "Markdown", 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 13, 42
"c:\Users\Ashwin\Documents\Printec\.claude\skills\supabase-postgres-best-practices\references\conn-prepared-statements.md", "Markdown", 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 13, 47
"c:\Users\Ashwin\Documents\Printec\.claude\skills\supabase-postgres-best-practices\references\data-batch-inserts.md", "Markdown", 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 13, 55
"c:\Users\Ashwin\Documents\Printec\.claude\skills\supabase-postgres-best-practices\references\data-n-plus-one.md", "Markdown", 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 15, 54
"c:\Users\Ashwin\Documents\Printec\.claude\skills\supabase-postgres-best-practices\references\data-pagination.md", "Markdown", 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 14, 51
"c:\Users\Ashwin\Documents\Printec\.claude\skills\supabase-postgres-best-practices\references\data-upsert.md", "Markdown", 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 12, 51
"c:\Users\Ashwin\Documents\Printec\.claude\skills\supabase-postgres-best-practices\references\lock-advisory.md", "Markdown", 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 14, 57
"c:\Users\Ashwin\Documents\Printec\.claude\skills\supabase-postgres-best-practices\references\lock-deadlock-prevention.md", "Markdown", 0, 0, 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 16, 69
"c:\Users\Ashwin\Documents\Printec\.claude\skills\supabase-postgres-best-practices\references\lock-short-transactions.md", "Markdown", 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 14, 51
"c:\Users\Ashwin\Documents\Printec\.claude\skills\supabase-postgres-best-practices\references\lock-skip-locked.md", "Markdown", 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 12, 55
"c:\Users\Ashwin\Documents\Printec\.claude\skills\supabase-postgres-best-practices\references\monitor-explain-analyze.md", "Markdown", 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 11, 46
"c:\Users\Ashwin\Documents\Printec\.claude\skills\supabase-postgres-best-practices\references\monitor-pg-stat-statements.md", "Markdown", 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 13, 56
"c:\Users\Ashwin\Documents\Printec\.claude\skills\supabase-postgres-best-practices\references\monitor-vacuum-analyze.md", "Markdown", 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 13, 56
"c:\Users\Ashwin\Documents\Printec\.claude\skills\supabase-postgres-best-practices\references\query-composite-indexes.md", "Markdown", 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 13, 45
"c:\Users\Ashwin\Documents\Printec\.claude\skills\supabase-postgres-best-practices\references\query-covering-indexes.md", "Markdown", 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 13, 41
"c:\Users\Ashwin\Documents\Printec\.claude\skills\supabase-postgres-best-practices\references\query-index-types.md", "Markdown", 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 14, 49
"c:\Users\Ashwin\Documents\Printec\.claude\skills\supabase-postgres-best-practices\references\query-missing-indexes.md", "Markdown", 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 14, 44
"c:\Users\Ashwin\Documents\Printec\.claude\skills\supabase-postgres-best-practices\references\query-partial-indexes.md", "Markdown", 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 13, 46
"c:\Users\Ashwin\Documents\Printec\.claude\skills\supabase-postgres-best-practices\references\schema-constraints.md", "Markdown", 0, 0, 0, 0, 0, 0, 67, 0, 0, 0, 0, 0, 14, 81
"c:\Users\Ashwin\Documents\Printec\.claude\skills\supabase-postgres-best-practices\references\schema-data-types.md", "Markdown", 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 10, 47
"c:\Users\Ashwin\Documents\Printec\.claude\skills\supabase-postgres-best-practices\references\schema-foreign-key-indexes.md", "Markdown", 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 13, 60
"c:\Users\Ashwin\Documents\Printec\.claude\skills\supabase-postgres-best-practices\references\schema-lowercase-identifiers.md", "Markdown", 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 14, 56
"c:\Users\Ashwin\Documents\Printec\.claude\skills\supabase-postgres-best-practices\references\schema-partitioning.md", "Markdown", 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 15, 56
"c:\Users\Ashwin\Documents\Printec\.claude\skills\supabase-postgres-best-practices\references\schema-primary-keys.md", "Markdown", 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 13, 62
"c:\Users\Ashwin\Documents\Printec\.claude\skills\supabase-postgres-best-practices\references\security-privileges.md", "Markdown", 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 14, 55
"c:\Users\Ashwin\Documents\Printec\.claude\skills\supabase-postgres-best-practices\references\security-rls-basics.md", "Markdown", 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 14, 51
"c:\Users\Ashwin\Documents\Printec\.claude\skills\supabase-postgres-best-practices\references\security-rls-performance.md", "Markdown", 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 17, 64
"c:\Users\Ashwin\Documents\Printec\.claude\skills\supabase\CHANGELOG.md", "Markdown", 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 15, 36
"c:\Users\Ashwin\Documents\Printec\.claude\skills\supabase\SKILL.md", "Markdown", 0, 0, 0, 0, 0, 0, 96, 0, 0, 0, 0, 0, 40, 136
"c:\Users\Ashwin\Documents\Printec\.claude\skills\supabase\assets\feedback-issue-template.md", "Markdown", 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 9, 18
"c:\Users\Ashwin\Documents\Printec\.claude\skills\supabase\references\skill-feedback.md", "Markdown", 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 8, 18
"c:\Users\Ashwin\Documents\Printec\.claude\skills\ui-ux-pro-max\SKILL.md", "Markdown", 0, 0, 0, 0, 0, 0, 212, 0, 0, 0, 0, 0, 81, 293
"c:\Users\Ashwin\Documents\Printec\.claude\skills\ui-ux-pro-max\scripts\core.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 201, 9, 44, 254
"c:\Users\Ashwin\Documents\Printec\.claude\skills\ui-ux-pro-max\scripts\design_system.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 845, 81, 142, 1068
"c:\Users\Ashwin\Documents\Printec\.claude\skills\ui-ux-pro-max\scripts\search.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 9, 15, 115
"c:\Users\Ashwin\Documents\Printec\.mcp.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 8
"c:\Users\Ashwin\Documents\Printec\AGENTS.md", "Markdown", 0, 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 22, 66
"c:\Users\Ashwin\Documents\Printec\README.md", "Markdown", 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 14, 37
"c:\Users\Ashwin\Documents\Printec\audit-columns.js", "JavaScript", 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7, 44
"c:\Users\Ashwin\Documents\Printec\create-test-user.js", "JavaScript", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 35
"c:\Users\Ashwin\Documents\Printec\detailed-audit.js", "JavaScript", 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8, 67
"c:\Users\Ashwin\Documents\Printec\docs\DATABASE_SCHEMA.md", "Markdown", 0, 0, 0, 0, 0, 0, 382, 0, 0, 0, 0, 0, 74, 456
"c:\Users\Ashwin\Documents\Printec\docs\MASTER.md", "Markdown", 0, 0, 0, 0, 0, 0, 170, 0, 0, 0, 0, 0, 56, 226
"c:\Users\Ashwin\Documents\Printec\docs\UI_DESIGN_README.md", "Markdown", 0, 0, 0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 24, 92
"c:\Users\Ashwin\Documents\Printec\docs\secure-storage-architecture.md", "Markdown", 0, 0, 0, 0, 0, 0, 118, 0, 0, 0, 0, 0, 31, 149
"c:\Users\Ashwin\Documents\Printec\eslint.config.mjs", "JavaScript", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 19
"c:\Users\Ashwin\Documents\Printec\migration.sql", "MS SQL", 0, 0, 0, 97, 0, 0, 0, 0, 0, 0, 0, 5, 10, 112
"c:\Users\Ashwin\Documents\Printec\next.config.ts", "TypeScript", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8
"c:\Users\Ashwin\Documents\Printec\package-lock.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 7723, 0, 0, 0, 0, 1, 7724
"c:\Users\Ashwin\Documents\Printec\package.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 1, 39
"c:\Users\Ashwin\Documents\Printec\postcss.config.mjs", "JavaScript", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8
"c:\Users\Ashwin\Documents\Printec\public\file.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\Ashwin\Documents\Printec\public\globe.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\Ashwin\Documents\Printec\public\next.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\Ashwin\Documents\Printec\public\readme.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 157, 0, 0, 33, 190
"c:\Users\Ashwin\Documents\Printec\public\vercel.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\Ashwin\Documents\Printec\public\window.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\Ashwin\Documents\Printec\refactor.js", "JavaScript", 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7, 68
"c:\Users\Ashwin\Documents\Printec\rename-printec.js", "JavaScript", 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 52
"c:\Users\Ashwin\Documents\Printec\seed.sql", "MS SQL", 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 5, 6, 28
"c:\Users\Ashwin\Documents\Printec\skills-lock.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 1, 18
"c:\Users\Ashwin\Documents\Printec\specs\site-visit-workflow.md", "Markdown", 0, 0, 0, 0, 0, 0, 128, 0, 0, 0, 0, 0, 29, 157
"c:\Users\Ashwin\Documents\Printec\specs\site-visits-architecture.md", "Markdown", 0, 0, 0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 22, 80
"c:\Users\Ashwin\Documents\Printec\src\app\admin\(dashboard)\AdminLayoutClient.tsx", "TypeScript JSX", 0, 0, 0, 0, 542, 0, 0, 0, 0, 0, 0, 12, 27, 581
"c:\Users\Ashwin\Documents\Printec\src\app\admin\(dashboard)\customers\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 5, 37
"c:\Users\Ashwin\Documents\Printec\src\app\admin\(dashboard)\dashboard\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\Ashwin\Documents\Printec\src\app\admin\(dashboard)\employees\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 4, 23
"c:\Users\Ashwin\Documents\Printec\src\app\admin\(dashboard)\enquire\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 5, 38
"c:\Users\Ashwin\Documents\Printec\src\app\admin\(dashboard)\layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 2, 11, 67
"c:\Users\Ashwin\Documents\Printec\src\app\admin\(dashboard)\orders\[id]\OrderDetailPageClient.tsx", "TypeScript JSX", 0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 7, 75
"c:\Users\Ashwin\Documents\Printec\src\app\admin\(dashboard)\orders\[id]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 117, 0, 0, 0, 0, 0, 0, 1, 12, 130
"c:\Users\Ashwin\Documents\Printec\src\app\admin\(dashboard)\orders\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 2, 7, 66
"c:\Users\Ashwin\Documents\Printec\src\app\admin\(dashboard)\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 5, 31
"c:\Users\Ashwin\Documents\Printec\src\app\admin\(dashboard)\products\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 4, 27
"c:\Users\Ashwin\Documents\Printec\src\app\admin\(dashboard)\settings\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 3, 8
"c:\Users\Ashwin\Documents\Printec\src\app\admin\login\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 152, 0, 0, 0, 0, 0, 0, 2, 14, 168
"c:\Users\Ashwin\Documents\Printec\src\app\admin\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\Users\Ashwin\Documents\Printec\src\app\api\portal-token\route.ts", "TypeScript", 0, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11, 100
"c:\Users\Ashwin\Documents\Printec\src\app\api\portal\messages\route.ts", "TypeScript", 0, 168, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 30, 214
"c:\Users\Ashwin\Documents\Printec\src\app\api\portal\session\route.ts", "TypeScript", 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 16, 95
"c:\Users\Ashwin\Documents\Printec\src\app\api\test-db\route.ts", "TypeScript", 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 22
"c:\Users\Ashwin\Documents\Printec\src\app\globals.css", "CSS", 0, 0, 0, 0, 0, 339, 0, 0, 0, 0, 0, 0, 50, 389
"c:\Users\Ashwin\Documents\Printec\src\app\installation\(dashboard)\InstallationLayoutClient.tsx", "TypeScript JSX", 0, 0, 0, 0, 563, 0, 0, 0, 0, 0, 0, 11, 34, 608
"c:\Users\Ashwin\Documents\Printec\src\app\installation\(dashboard)\layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 1, 5, 32
"c:\Users\Ashwin\Documents\Printec\src\app\installation\(dashboard)\orders\InstallationDashboardClient.tsx", "TypeScript JSX", 0, 0, 0, 0, 179, 0, 0, 0, 0, 0, 0, 14, 23, 216
"c:\Users\Ashwin\Documents\Printec\src\app\installation\(dashboard)\orders\[id]\InstallationOrderDetailClient.tsx", "TypeScript JSX", 0, 0, 0, 0, 441, 0, 0, 0, 0, 0, 0, 13, 40, 494
"c:\Users\Ashwin\Documents\Printec\src\app\installation\(dashboard)\orders\[id]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 1, 8, 70
"c:\Users\Ashwin\Documents\Printec\src\app\installation\(dashboard)\orders\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 1, 6, 35
"c:\Users\Ashwin\Documents\Printec\src\app\installation\login\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 148, 0, 0, 0, 0, 0, 0, 2, 14, 164
"c:\Users\Ashwin\Documents\Printec\src\app\layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 4, 37
